ID,Updated,Confirmed,Confirmed_Change,Deaths,Deaths_Change,Recovered,Recovered_Change,Latitude,Longitude,ISO2,ISO3,Country_Region,load_time
21108482,2020-05-23 00:00:00.0000000,144806,240,28332,43,64209,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
21108483,2020-05-24 00:00:00.0000000,144921,115,28367,35,64617,408,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
22123105,2020-05-25 00:00:00.0000000,145279,358,28432,65,65199,582,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
22784022,2020-05-26 00:00:00.0000000,145555,276,28530,98,65879,680,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
23370191,2020-05-27 00:00:00.0000000,145746,191,28596,66,66584,705,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
23887012,2020-05-28 00:00:00.0000000,149071,3325,28662,66,67191,607,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
24406262,2020-05-29 00:00:00.0000000,149668,597,28714,52,67803,612,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
24905098,2020-05-30 00:00:00.0000000,151496,1828,28771,57,68268,465,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
25462880,2020-05-31 00:00:00.0000000,151753,257,28802,31,68355,87,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
25976881,2020-06-01 00:00:00.0000000,152091,338,28833,31,68440,85,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
26488694,2020-06-02 00:00:00.0000000,152208,117,28940,107,29123,-39317,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
27127276,2020-06-03 00:00:00.0000000,152326,118,29021,81,29123,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
27127277,2020-06-04 00:00:00.0000000,152444,118,29065,44,69976,40853,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
28229930,2020-06-05 00:00:00.0000000,153055,611,29111,46,70504,528,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
28775823,2020-06-06 00:00:00.0000000,153634,579,29142,31,70806,302,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
28775824,2020-06-07 00:00:00.0000000,153977,343,29155,13,70842,36,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
29754239,2020-06-08 00:00:00.0000000,154188,211,29209,54,71062,220,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
29868603,2020-06-09 00:00:00.0000000,154591,403,29296,87,71506,444,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
30597865,2020-06-10 00:00:00.0000000,155136,545,29319,23,29123,-42383,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
31390845,2020-06-11 00:00:00.0000000,155561,425,29346,27,72149,43026,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
31390846,2020-06-12 00:00:00.0000000,156287,726,29374,28,72572,423,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
32609118,2020-06-13 00:00:00.0000000,156813,526,29398,24,72808,236,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
33196952,2020-06-14 00:00:00.0000000,157220,407,29407,9,29123,-43685,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
33745319,2020-06-15 00:00:00.0000000,157372,152,29436,29,72859,43736,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
34408801,2020-06-16 00:00:00.0000000,157716,344,29547,111,29123,-43736,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
34625155,2020-06-17 00:00:00.0000000,158174,458,29575,28,29123,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
35441122,2020-06-18 00:00:00.0000000,158641,467,29603,28,29123,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
35441128,2020-06-19 00:00:00.0000000,159452,811,29617,14,73887,44764,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
36627124,2020-06-20 00:00:00.0000000,160093,641,29633,16,74117,230,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
36767739,2020-06-21 00:00:00.0000000,160377,284,29640,7,74312,195,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
37537448,2020-06-22 00:00:00.0000000,160750,373,29663,23,29123,-45189,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
38452092,2020-06-23 00:00:00.0000000,161267,517,29720,57,74871,45748,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
38933150,2020-06-24 00:00:00.0000000,161348,81,29731,11,29123,-45748,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
39218802,2020-06-25 00:00:00.0000000,162142,794,29752,21,75351,46228,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
39218803,2020-06-26 00:00:00.0000000,162936,794,29778,26,75351,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
39218804,2020-06-27 00:00:00.0000000,163454,518,29778,0,75649,298,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
39218805,2020-06-28 00:00:00.0000000,163980,526,29778,0,75649,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
40242913,2020-06-29 00:00:00.0000000,164260,280,29813,35,75999,350,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
40242914,2020-06-30 00:00:00.0000000,164801,541,29843,30,76274,275,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
39305186,2020-07-01 00:00:00.0000000,165719,918,29861,18,76549,275,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
41449499,2020-07-02 00:00:00.0000000,166378,659,29875,14,76549,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
41449500,2020-07-03 00:00:00.0000000,166960,582,29893,18,77060,511,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
40158144,2020-07-04 00:00:00.0000000,167418,458,29893,0,77060,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
40454766,2020-07-05 00:00:00.0000000,167876,458,29893,0,77060,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
42080541,2020-07-06 00:00:00.0000000,168335,459,29920,27,77319,259,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
42080545,2020-07-07 00:00:00.0000000,168810,475,29933,13,77655,336,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
42080550,2020-07-08 00:00:00.0000000,169473,663,29963,30,77985,330,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
43819669,2020-07-09 00:00:00.0000000,170004,531,29979,16,78170,185,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
44122328,2020-07-10 00:00:00.0000000,170752,748,30004,25,78388,218,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
44122330,2020-07-11 00:00:00.0000000,171262,510,30004,0,78388,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
44122331,2020-07-12 00:00:00.0000000,171772,510,30004,0,78388,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
44122333,2020-07-13 00:00:00.0000000,172282,510,30004,0,78388,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
44122334,2020-07-14 00:00:00.0000000,172793,511,30004,0,78670,282,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
45869461,2020-07-15 00:00:00.0000000,173304,511,30120,116,78670,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
46209421,2020-07-16 00:00:00.0000000,173838,534,30138,18,78670,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
46518999,2020-07-17 00:00:00.0000000,174674,836,30152,14,78670,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
46849400,2020-07-18 00:00:00.0000000,175367,693,30152,0,79244,574,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
46849402,2020-07-19 00:00:00.0000000,176060,693,30152,0,79244,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
46849404,2020-07-20 00:00:00.0000000,176754,694,30177,25,79244,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
47850697,2020-07-21 00:00:00.0000000,177338,584,30178,1,79244,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
48168602,2020-07-22 00:00:00.0000000,178336,998,30180,2,79957,713,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
48168608,2020-07-23 00:00:00.0000000,179398,1062,30182,2,80472,515,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
48814844,2020-07-24 00:00:00.0000000,180528,1130,30192,10,80815,343,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
48814846,2020-07-25 00:00:00.0000000,181378,850,30192,0,80815,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
49412785,2020-07-26 00:00:00.0000000,182228,850,30192,0,80815,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
49412787,2020-07-27 00:00:00.0000000,183079,851,30209,17,80815,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
49412789,2020-07-28 00:00:00.0000000,183804,725,30223,14,81082,267,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
50235723,2020-07-29 00:00:00.0000000,185196,1392,30238,15,81311,229,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
50675520,2020-07-30 00:00:00.0000000,186573,1377,30254,16,81500,189,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
50675522,2020-07-31 00:00:00.0000000,187919,1346,30265,11,81500,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
51253313,2020-08-01 00:00:00.0000000,189044,1125,30265,0,81500,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
51475596,2020-08-02 00:00:00.0000000,190169,1125,30265,0,81500,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
51475598,2020-08-03 00:00:00.0000000,191295,1126,30294,29,81500,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
51475599,2020-08-04 00:00:00.0000000,192334,1039,30296,2,82166,666,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
52513774,2020-08-05 00:00:00.0000000,194029,1695,30305,9,82166,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
52784278,2020-08-06 00:00:00.0000000,195633,1604,30312,7,82460,294,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
53241455,2020-08-07 00:00:00.0000000,197921,2288,30324,12,82836,376,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
51709890,2020-08-08 00:00:00.0000000,199539,1618,30324,0,82836,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
52032591,2020-08-09 00:00:00.0000000,201157,1618,30324,0,82836,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
53578100,2020-08-10 00:00:00.0000000,202775,1618,30340,16,82836,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
54574466,2020-08-11 00:00:00.0000000,204172,1397,30354,14,82836,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
54574468,2020-08-12 00:00:00.0000000,206696,2524,30371,17,82836,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
54574470,2020-08-13 00:00:00.0000000,209365,2669,30388,17,83226,390,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
55561288,2020-08-14 00:00:00.0000000,212211,2846,30406,18,83848,622,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
53968292,2020-08-15 00:00:00.0000000,215521,3310,30409,3,83848,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
54300174,2020-08-16 00:00:00.0000000,218536,3015,30410,1,83848,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
56545888,2020-08-17 00:00:00.0000000,219029,493,30429,19,83848,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
56545889,2020-08-18 00:00:00.0000000,221267,2238,30451,22,84065,217,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
57000897,2020-08-19 00:00:00.0000000,225043,3776,30468,17,84065,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
57000899,2020-08-20 00:00:00.0000000,229814,4771,30480,12,84065,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
57857022,2020-08-21 00:00:00.0000000,234400,4586,30503,23,84829,764,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
58140094,2020-08-22 00:00:00.0000000,238002,3602,30512,9,84829,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
58418621,2020-08-23 00:00:00.0000000,242899,4897,30513,1,84950,121,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
58418625,2020-08-24 00:00:00.0000000,244854,1955,30528,15,84950,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
58889896,2020-08-25 00:00:00.0000000,248158,3304,30544,16,85524,574,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
59305679,2020-08-26 00:00:00.0000000,253587,5429,30544,0,85524,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
59305681,2020-08-27 00:00:00.0000000,259698,6111,30576,32,85984,460,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
59686550,2020-08-28 00:00:00.0000000,267077,7379,30596,20,86177,193,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
60267044,2020-08-29 00:00:00.0000000,272530,5453,30602,6,86177,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
60267048,2020-08-30 00:00:00.0000000,277943,5413,30606,4,86177,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
60924925,2020-08-31 00:00:00.0000000,281025,3082,30635,29,86469,292,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
60924939,2020-09-01 00:00:00.0000000,286007,4982,30661,26,86712,243,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
61395222,2020-09-02 00:00:00.0000000,293024,7017,30686,25,86712,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
61669498,2020-09-03 00:00:00.0000000,300181,7157,30706,20,87206,494,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
61669501,2020-09-04 00:00:00.0000000,309156,8975,30711,5,87447,241,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
61996209,2020-09-05 00:00:00.0000000,317706,8550,30716,5,87447,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
62623507,2020-09-06 00:00:00.0000000,324777,7071,30721,5,87447,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
62623513,2020-09-07 00:00:00.0000000,328980,4203,30726,5,87836,389,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
63150660,2020-09-08 00:00:00.0000000,335524,6544,30764,38,88226,390,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
63644393,2020-09-09 00:00:00.0000000,344101,8577,30788,24,88226,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
64003435,2020-09-10 00:00:00.0000000,353944,9843,30813,25,88742,516,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
64003439,2020-09-11 00:00:00.0000000,363350,9406,30893,80,89059,317,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
64497239,2020-09-12 00:00:00.0000000,373911,10561,30910,17,89059,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
64941121,2020-09-13 00:00:00.0000000,381094,7183,30916,6,89059,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
65354058,2020-09-14 00:00:00.0000000,387252,6158,30950,34,89507,448,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
65954638,2020-09-15 00:00:00.0000000,395104,7852,30999,49,89891,384,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
66346307,2020-09-16 00:00:00.0000000,404888,9784,31045,46,90355,464,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
66346308,2020-09-17 00:00:00.0000000,415418,10530,31095,50,90840,485,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
67107141,2020-09-18 00:00:00.0000000,428696,13278,31249,154,91574,734,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
67107144,2020-09-19 00:00:00.0000000,442194,13498,31274,25,91574,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
67606643,2020-09-20 00:00:00.0000000,453763,11569,31285,11,91574,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
68222011,2020-09-21 00:00:00.0000000,458061,4298,31338,53,93008,1434,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
68222014,2020-09-22 00:00:00.0000000,468069,10008,31416,78,93538,530,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
68971609,2020-09-23 00:00:00.0000000,481141,13072,31459,43,93538,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
69386656,2020-09-24 00:00:00.0000000,497237,16096,31511,52,94413,875,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
69727312,2020-09-25 00:00:00.0000000,513034,15797,31661,150,94891,478,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
70148406,2020-09-26 00:00:00.0000000,527446,14412,31700,39,94891,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
70575183,2020-09-27 00:00:00.0000000,538569,11123,31727,27,94891,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
71009656,2020-09-28 00:00:00.0000000,542639,4070,31808,81,95426,535,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
71009657,2020-09-29 00:00:00.0000000,550690,8051,31893,85,96327,901,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
71780112,2020-09-30 00:00:00.0000000,563535,12845,31956,63,96797,470,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
72157141,2020-10-01 00:00:00.0000000,577505,13970,32019,63,96797,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
72571080,2020-10-02 00:00:00.0000000,589653,12148,32155,136,97778,981,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
72992380,2020-10-03 00:00:00.0000000,606625,16972,32198,43,97778,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
72992383,2020-10-04 00:00:00.0000000,619190,12565,32230,32,97900,122,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
73796122,2020-10-05 00:00:00.0000000,624274,5084,32299,69,98680,780,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
74145935,2020-10-06 00:00:00.0000000,634763,10489,32365,66,98680,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
74516637,2020-10-07 00:00:00.0000000,653509,18746,32445,80,99793,1113,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
74891477,2020-10-08 00:00:00.0000000,671638,18129,32521,76,100306,513,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
75196553,2020-10-09 00:00:00.0000000,691977,20339,32630,109,100828,522,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
75551685,2020-10-10 00:00:00.0000000,718873,26896,32684,54,100828,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
75551686,2020-10-11 00:00:00.0000000,734974,16101,32730,46,100828,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
76092530,2020-10-12 00:00:00.0000000,743479,8505,32825,95,100828,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
76589588,2020-10-13 00:00:00.0000000,756472,12993,32933,108,102680,1852,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
76979608,2020-10-14 00:00:00.0000000,779063,22591,33037,104,102680,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
77333857,2020-10-15 00:00:00.0000000,809684,30621,33125,88,104082,1402,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
77690615,2020-10-16 00:00:00.0000000,834770,25086,33303,178,104696,614,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
78035489,2020-10-17 00:00:00.0000000,867197,32427,33392,89,104696,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
78035491,2020-10-18 00:00:00.0000000,897034,29837,33477,85,104696,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
78731475,2020-10-19 00:00:00.0000000,910277,13243,33623,146,105935,1239,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
79022975,2020-10-20 00:00:00.0000000,930745,20468,33885,262,106839,904,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
79366645,2020-10-21 00:00:00.0000000,957421,26676,34048,163,107652,813,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
79685208,2020-10-22 00:00:00.0000000,999043,41622,34210,162,108599,947,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
80064744,2020-10-23 00:00:00.0000000,1041075,42032,34508,298,109486,887,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
80064750,2020-10-24 00:00:00.0000000,1086497,45422,34645,137,109486,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
80794472,2020-10-25 00:00:00.0000000,1138510,52013,34761,116,109486,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
81017163,2020-10-26 00:00:00.0000000,1165278,26768,35018,257,111347,1861,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
81321022,2020-10-27 00:00:00.0000000,1198695,33417,35541,523,112716,1369,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
81640027,2020-10-28 00:00:00.0000000,1235132,36437,35785,244,112716,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
81980454,2020-10-29 00:00:00.0000000,1282769,47637,36020,235,115287,2571,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
82317023,2020-10-30 00:00:00.0000000,1331984,49215,36565,545,116533,1246,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
82658136,2020-10-31 00:00:00.0000000,1367625,35641,36788,223,117658,1125,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
82658139,2020-11-01 00:00:00.0000000,1413195,45570,37019,231,118227,569,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
83270776,2020-11-02 00:00:00.0000000,1466433,53238,37435,416,119073,846,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
83534542,2020-11-03 00:00:00.0000000,1502763,36330,38289,854,120714,1641,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
83860912,2020-11-04 00:00:00.0000000,1543321,40558,38674,385,120714,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
84196033,2020-11-05 00:00:00.0000000,1601367,58046,39037,363,124278,3564,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
84484293,2020-11-06 00:00:00.0000000,1661853,60486,39865,828,126329,2051,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
84785501,2020-11-07 00:00:00.0000000,1748705,86852,40169,304,127938,1609,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
85153486,2020-11-08 00:00:00.0000000,1787324,38619,40439,270,128614,676,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
85472404,2020-11-09 00:00:00.0000000,1807479,20155,40987,548,129735,1121,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
85748211,2020-11-10 00:00:00.0000000,1829659,22180,42207,1220,129704,-31,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
86082915,2020-11-11 00:00:00.0000000,1865538,35879,42535,328,133696,3992,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
86358470,2020-11-12 00:00:00.0000000,1898710,33172,42960,425,134954,1258,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
86676875,2020-11-13 00:00:00.0000000,1922504,23794,43892,932,137155,2201,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
86997051,2020-11-14 00:00:00.0000000,1954599,32095,44246,354,139140,1985,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
87286547,2020-11-15 00:00:00.0000000,1981827,27228,44548,302,139810,670,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
87577656,2020-11-16 00:00:00.0000000,1991233,9406,45054,506,140880,1070,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
87874662,2020-11-17 00:00:00.0000000,2036755,45522,46273,1219,143152,2272,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
88164250,2020-11-18 00:00:00.0000000,2065138,28383,46698,425,145391,2239,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
88164263,2020-11-19 00:00:00.0000000,2086288,21150,47127,429,147569,2178,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
88722054,2020-11-20 00:00:00.0000000,2109170,22882,48265,1138,147569,0,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
88999650,2020-11-21 00:00:00.0000000,2127051,17881,48518,253,149521,1952,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
89244492,2020-11-22 00:00:00.0000000,2140208,13157,48732,214,151681,2160,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
89512094,2020-11-23 00:00:00.0000000,2144660,4452,49232,500,152592,911,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
89729538,2020-11-24 00:00:00.0000000,2153815,9155,50237,1005,154679,2087,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
90031854,2020-11-25 00:00:00.0000000,2170097,16282,50618,381,156552,1873,46.62184,46.62184,"FR","FRA","France",2021-04-01 00:06:15.0000000
